item_0,item_1,item_2,item_3,item_4,item_5,item_6,time_cost
"[1, 960, 12, 13]","[320, 960, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001918792724609375
"[1, 960, 12, 13]","[960, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[960],0.00030732154846191406
"[2, 64, 200, 304]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.000415802001953125
"[1, 256, 7, 9]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033609867095947266
"[2, 256, 13, 18]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033838748931884766
"[1, 128, 40, 52]","[96, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00028252601623535156
"[4, 128, 14, 14]","[32, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00045180320739746094
"[1, 1024, 30, 35]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016818046569824219
"[1, 512, 118, 88]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005869865417480469
"[1, 256, 104, 100]","[576, 256, 1, 1]",[576],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011029243469238281
"[1, 128, 100, 112]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005784034729003906
"[1, 1024, 35, 30]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016796588897705078
"[4, 384, 14, 14]","[64, 384, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003657341003417969
"[1, 256, 118, 88]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.003351926803588867
"[1, 1024, 19, 19]","[24, 1024, 3, 3]",[24],"[1, 1]","[1, 1]","[1, 1]",[1],0.0016100406646728516
"[2, 256, 38, 25]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.00344085693359375
"[1, 512, 82, 80]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009734630584716797
"[1, 384, 14, 26]","[64, 384, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003502368927001953
"[14, 256, 28, 28]","[80, 256, 1, 1]",[80],"[1, 1]","[0, 0]","[1, 1]",[1],0.00040149688720703125
"[1, 256, 202, 192]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003943443298339844
"[1, 256, 19, 13]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013263225555419922
"[4, 544, 14, 14]","[128, 544, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0006108283996582031
"[4, 192, 14, 14]","[1280, 192, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0016145706176757812
"[2, 256, 100, 152]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.003374814987182617
"[2, 256, 10, 7]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0003504753112792969
"[4, 3, 224, 224]","[32, 3, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.00019741058349609375
"[2, 64, 2, 2]","[16, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002048015594482422
"[32, 128, 150, 17]","[256, 128, 1, 1]",[256],"[2, 1]","[0, 0]","[1, 1]",[1],0.0004673004150390625
"[4, 576, 14, 14]","[96, 576, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005164146423339844
"[1, 1024, 50, 76]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011239767074584961
"[2, 512, 25, 42]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005736351013183594
"[32, 256, 8, 25]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.004036664962768555
"[1, 256, 21, 12]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0002887248992919922
"[1, 256, 52, 50]","[144, 256, 1, 1]",[144],"[1, 1]","[0, 0]","[1, 1]",[1],0.0004687309265136719
"[1, 256, 13, 19]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0007493495941162109
"[2, 256, 38, 25]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013363361358642578
"[2, 256, 50, 84]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.003440380096435547
"[1, 1024, 44, 46]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016930103302001953
"[1, 256, 69, 60]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0033674240112304688
"[2, 512, 100, 152]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.001056671142578125
"[1, 320, 12, 13]","[1280, 320, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002428770065307617
"[1, 256, 21, 12]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.00342559814453125
"[2, 256, 25, 39]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003386974334716797
"[1, 64, 176, 181]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003008842468261719
"[1, 128, 100, 136]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005707740783691406
"[1, 256, 136, 100]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.008957624435424805
"[48, 64, 56, 56]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002524852752685547
"[1, 256, 19, 13]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033943653106689453
"[1, 256, 100, 136]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002684593200683594
"[2, 1024, 50, 84]","[512, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003118753433227539
"[4, 928, 14, 14]","[128, 928, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009720325469970703
"[2, 256, 50, 76]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0003478527069091797
"[32, 128, 150, 17]","[384, 128, 1, 1]",[384],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005779266357421875
"[16, 3, 512, 512]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.00028824806213378906
"[1, 160, 7, 13]","[960, 160, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010747909545898438
"[2, 256, 128, 128]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00030231475830078125
"[1, 96, 12, 13]","[192, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0011472702026367188
"[1, 128, 84, 97]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005743503570556641
"[1, 256, 48, 60]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00334930419921875
"[2, 128, 152, 100]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005614757537841797
"[1, 2048, 21, 25]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00576329231262207
"[1, 512, 26, 25]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005760669708251953
"[1, 3, 651, 640]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0002562999725341797
"[1, 256, 100, 152]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003355264663696289
"[2, 1024, 64, 64]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003091573715209961
"[4, 128, 56, 56]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0010597705841064453
"[32, 128, 24, 80]","[256, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00042939186096191406
"[2, 256, 25, 34]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033805370330810547
"[1, 512, 100, 112]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009593963623046875
"[4, 448, 14, 14]","[128, 448, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00054931640625
"[1, 2048, 22, 23]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.003115415573120117
"[1, 128, 175, 152]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.001054525375366211
"[4, 96, 28, 28]","[96, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002570152282714844
"[1, 384, 20, 26]","[64, 384, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003371238708496094
"[1, 512, 59, 44]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.013007879257202148
"[2, 256, 76, 50]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0005300045013427734
"[1, 3, 800, 1088]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.00025153160095214844
"[32, 256, 4, 26]","[512, 256, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.0070552825927734375
"[1, 256, 175, 152]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003571510314941406
"[4, 1024, 1, 1]","[64, 1024, 1, 1]",[64],"[1, 1]","[0, 0]","[1, 1]",[1],0.0006666183471679688
"[4, 416, 28, 28]","[128, 416, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005156993865966797
"[1, 256, 36, 36]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013458728790283203
"[1, 3, 1216, 800]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.00027108192443847656
"[2, 256, 17, 13]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0002961158752441406
"[1, 128, 60, 69]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0010619163513183594
"[1, 1024, 44, 38]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003088712692260742
"[4, 192, 28, 28]","[128, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003590583801269531
"[4, 144, 56, 56]","[144, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[144],0.0002315044403076172
"[1, 1024, 30, 35]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011279582977294922
"[1, 256, 152, 100]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.008965015411376953
"[1, 256, 200, 296]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.00026679039001464844
"[1, 512, 168, 96]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010247230529785156
"[1, 256, 59, 44]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0034394264221191406
"[1, 128, 100, 148]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005772113800048828
"[1, 64, 176, 181]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002315044403076172
"[1, 256, 13, 20]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.00026035308837890625
"[1, 64, 200, 296]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002872943878173828
"[1, 144, 96, 104]","[144, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[144],0.00019693374633789062
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0034236907958984375
"[2, 128, 64, 64]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0010488033294677734
"[2, 3, 512, 512]","[32, 3, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.00021147727966308594
"[1, 384, 20, 26]","[384, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[384],0.00021910667419433594
"[2, 256, 25, 42]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.003356456756591797
"[4, 80, 14, 14]","[480, 80, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00041484832763671875
"[2, 512, 168, 100]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010187625885009766
"[2, 256, 42, 25]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0003020763397216797
"[4, 128, 112, 112]","[256, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0019669532775878906
"[1, 256, 100, 152]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.00028324127197265625
"[2, 256, 200, 304]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0009436607360839844
"[2, 256, 25, 34]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.00034809112548828125
"[1, 144, 56, 104]","[144, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[144],0.00019502639770507812
"[4, 128, 1, 1]","[2048, 128, 1, 1]",[2048],"[1, 1]","[0, 0]","[1, 1]",[1],0.001737356185913086
"[32, 256, 8, 6]","[32, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003151893615722656
"[1, 192, 14, 26]","[64, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002739429473876953
"[8, 64, 64, 48]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002200603485107422
"[1, 512, 34, 25]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005656242370605469
"[1, 192, 40, 52]","[32, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002434253692626953
"[2, 256, 13, 17]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0002880096435546875
"[2, 1024, 16, 16]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0030765533447265625
"[1, 3, 480, 547]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0002541542053222656
"[1, 256, 17, 13]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.003386974334716797
"[1, 96, 48, 52]","[192, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0012018680572509766
"[32, 32, 64, 48]","[32, 32, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00032401084899902344
"[2, 1024, 50, 76]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016984939575195312
"[1, 512, 96, 168]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005834102630615234
"[1, 576, 24, 26]","[576, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[576],0.00025391578674316406
"[2, 256, 68, 50]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0002884864807128906
"[1, 256, 200, 272]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.00026154518127441406
"[1, 128, 336, 192]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.001047372817993164
"[1, 96, 28, 52]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003948211669921875
"[1, 256, 100, 148]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.003356456756591797
"[1, 96, 24, 26]","[576, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005822181701660156
"[2, 256, 272, 200]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0009450912475585938
"[1, 256, 50, 76]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00168609619140625
"[1, 128, 88, 91]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0010471343994140625
"[4, 20, 1, 1]","[480, 20, 1, 1]",[480],"[1, 1]","[0, 0]","[1, 1]",[1],0.00032329559326171875
"[1, 256, 76, 50]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.00341033935546875
"[2, 1024, 50, 70]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017819404602050781
"[1, 64, 200, 320]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00030875205993652344
"[4, 512, 28, 28]","[512, 512, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.013120889663696289
"[1, 256, 16, 16]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033860206604003906
"[1, 256, 192, 240]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0009665489196777344
"[1, 256, 100, 152]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.003373861312866211
"[1, 256, 17, 13]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.009050846099853516
"[2, 512, 25, 35]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012894630432128906
"[4, 32, 112, 112]","[32, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[32],0.0002841949462890625
"[1, 2048, 25, 40]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0031785964965820312
"[1, 512, 48, 60]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.012699365615844727
"[1, 256, 50, 56]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0019905567169189453
"[4, 8, 1, 1]","[32, 8, 1, 1]",[32],"[1, 1]","[0, 0]","[1, 1]",[1],0.00028586387634277344
"[1, 256, 41, 40]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0034711360931396484
"[1, 256, 88, 91]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.003382444381713867
"[4, 992, 14, 14]","[128, 992, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010221004486083984
"[4, 64, 56, 56]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003037452697753906
"[1, 256, 42, 49]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016758441925048828
"[2, 256, 50, 68]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001676797866821289
"[2, 256, 100, 140]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033898353576660156
"[1, 1024, 50, 74]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0031299591064453125
"[4, 672, 7, 7]","[128, 672, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0007321834564208984
"[2, 256, 200, 336]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0009646415710449219
"[1, 2048, 25, 38]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0030684471130371094
"[1, 1024, 51, 48]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011548995971679688
"[2, 256, 7, 10]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013926029205322266
"[2, 256, 10, 7]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00339508056640625
"[4, 256, 160, 160]","[64, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.001146078109741211
"[1, 24, 64, 96]","[144, 24, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00022673606872558594
"[4, 672, 18, 18]","[672, 1, 5, 5]",[False],"[1, 1]","[0, 0]","[1, 1]",[672],0.0008838176727294922
"[1, 256, 200, 272]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.003415346145629883
"[1, 128, 101, 96]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005781650543212891
"[1, 64, 336, 192]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00022935867309570312
"[4, 576, 14, 14]","[576, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[576],0.0003714561462402344
"[32, 128, 16, 12]","[64, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00026798248291015625
"[2, 1024, 68, 50]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016963481903076172
"[1, 256, 48, 84]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033631324768066406
"[1, 512, 50, 80]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.012846231460571289
"[1, 128, 96, 120]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013170242309570312
"[1, 1024, 52, 50]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017549991607666016
"[1, 256, 100, 160]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.003362894058227539
"[1, 256, 17, 13]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.00032782554626464844
"[1, 144, 28, 52]","[32, 144, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00023365020751953125
"[1, 576, 14, 26]","[576, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[576],0.00024700164794921875
"[1, 576, 14, 26]","[96, 576, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005104541778564453
"[2, 256, 100, 156]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003374338150024414
"[1, 256, 13, 19]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.00034809112548828125
"[2, 256, 50, 68]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.003440380096435547
"[1, 3, 832, 800]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0002613067626953125
"[4, 64, 160, 160]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0004363059997558594
"[1, 576, 12, 13]","[160, 576, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0007555484771728516
"[1, 2048, 25, 37]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0031778812408447266
"[1, 256, 3, 3]","[128, 256, 1, 1]",[128],"[1, 1]","[0, 0]","[1, 1]",[1],0.0004649162292480469
"[32, 512, 4, 26]","[512, 512, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.0138397216796875
"[2, 1024, 76, 50]","[512, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003236532211303711
"[1, 256, 25, 40]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.00027251243591308594
"[1, 256, 25, 34]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.009140729904174805
"[2, 128, 152, 100]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0010881423950195312
"[1, 512, 88, 76]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009567737579345703
"[1, 256, 200, 224]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003941059112548828
"[2, 256, 13, 18]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0003495216369628906
"[1, 256, 138, 120]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002923011779785156
"[1, 1024, 50, 56]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011321306228637695
"[1, 256, 13, 19]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002911090850830078
"[1, 256, 34, 25]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.003492593765258789
"[4, 160, 7, 7]","[960, 160, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011353492736816406
"[4, 64, 56, 56]","[128, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002529621124267578
"[2, 2048, 64, 64]","[512, 2048, 3, 3]",[False],"[1, 1]","[12, 12]","[12, 12]",[1],0.06772804260253906
"[1, 256, 208, 200]","[1600, 256, 1, 1]",[1600],"[1, 1]","[0, 0]","[1, 1]",[1],0.0038604736328125
"[2, 256, 84, 50]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.003631114959716797
"[1, 192, 10, 13]","[96, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.000335693359375
"[1, 512, 42, 24]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.013094663619995117
"[4, 32, 1, 1]","[512, 32, 1, 1]",[512],"[1, 1]","[0, 0]","[1, 1]",[1],0.0004582405090332031
"[1, 64, 202, 192]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.000438690185546875
"[1, 256, 50, 76]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002701282501220703
"[2, 256, 25, 35]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.000354766845703125
"[32, 128, 8, 25]","[256, 128, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.002338409423828125
